keyword,volume,cpc,competition,difficulty,word_count,char_count,is_long_tail,has_number,has_question_word,intent,opportunity_score,cluster,cluster_label
near me email templates for marketing,512.0,0.755,,42.333333333333336,6,37,1,0,0,Commercial,24.291771870277834,6,"templates, email templates, advertising"
price email templates for marketing,412.0,0.755,,50.44444444444445,5,35,1,0,0,Commercial,20.984615774008482,6,"templates, email templates, advertising"
software email templates for marketing,44.0,0.755,,39.0,5,38,1,0,0,Navigational,25.331614673070597,6,"templates, email templates, advertising"
course email templates for marketing,2870.0,0.755,,3.111111111111111,5,36,1,0,0,Navigational,41.45940150919806,6,"templates, email templates, advertising"
email templates for marketing examples,1218.0,0.755,,67.44444444444446,5,38,1,0,0,Informational,14.690071687717236,6,"templates, email templates, advertising"
email templates for marketing app,1609.0,0.755,,46.666666666666664,5,33,1,0,0,Navigational,23.246385357463748,6,"templates, email templates, advertising"
email templates for marketing review,90.0,0.755,,90.0,5,36,1,0,0,Commercial,4.960462032910053,6,"templates, email templates, advertising"
email templates for marketing checklist,1274.0,0.755,,23.88888888888889,5,39,1,0,0,Navigational,32.14741243496141,6,"templates, email templates, advertising"
template email templates for marketing,437.0,0.755,,60.66666666666667,5,38,1,0,0,Navigational,16.911404798075818,6,"templates, email templates, advertising"
ideas email templates for marketing,78.0,0.755,,16.333333333333332,5,35,1,0,0,Navigational,34.41960330135773,6,"templates, email templates, advertising"
strategy email templates for marketing,253.0,0.755,,1.4444444444444442,5,38,1,0,0,Navigational,40.48490424760688,6,"templates, email templates, advertising"
best email promotion template,300.0,0.755,,24.000000000000004,4,29,1,0,0,Commercial,31.492156501742365,1,"marketing, email marketing, email"
email promotion template how to,439.0,0.755,,38.55555555555556,5,31,1,0,1,Informational,25.757103475556757,1,"marketing, email marketing, email"
email promotion template free,102.0,0.755,,20.22222222222222,4,29,1,0,0,Navigational,32.87909854224015,1,"marketing, email marketing, email"
for beginners email promotion template,1869.0,0.755,,53.222222222222214,5,38,1,0,0,Navigational,20.787213429986284,1,"marketing, email marketing, email"
email promotion template tools,813.0,0.755,,89.55555555555554,4,30,1,0,0,Navigational,5.5916450533819235,1,"marketing, email marketing, email"
email promotion template 2026,464.0,0.755,,92.88888888888889,4,29,1,1,0,Navigational,4.0394480551796565,1,"marketing, email marketing, email"
email promotion template vs,4085.0,0.755,,65.66666666666666,4,27,1,0,0,Commercial,17.19912585664847,0,"vs, sample, marketing sample"
email promotion template guide,265.0,0.755,,85.66666666666666,4,30,1,0,0,Informational,6.803540756936981,1,"marketing, email marketing, email"
email promotion template tips,553.0,0.755,,44.77777777777777,4,29,1,0,0,Informational,23.33970586974827,1,"marketing, email marketing, email"
email promotion template near me,840.0,0.755,,27.0,5,32,1,0,0,Commercial,30.630799421596862,1,"marketing, email marketing, email"
price email promotion template,1285.0,0.755,,41.77777777777778,4,30,1,0,0,Commercial,24.998755161106597,1,"marketing, email marketing, email"
email promotion template software,386.0,0.755,,56.55555555555556,4,33,1,0,0,Navigational,18.523866300089562,1,"marketing, email marketing, email"
email promotion template course,2003.0,0.755,,78.44444444444444,4,31,1,0,0,Navigational,10.782358154542774,1,"marketing, email marketing, email"
examples email promotion template,121.0,0.755,,17.0,4,33,1,0,0,Informational,34.179902644975776,1,"marketing, email marketing, email"
app email promotion template,2666.0,0.755,,11.555555555555557,4,28,1,0,0,Navigational,37.95369196169746,1,"marketing, email marketing, email"
review email promotion template,137.0,0.755,,81.55555555555556,4,31,1,0,0,Commercial,8.367714287045537,1,"marketing, email marketing, email"
email promotion template checklist,488.0,0.755,,11.888888888888888,4,34,1,0,0,Navigational,36.454498851617636,1,"marketing, email marketing, email"
template email promotion template,564.0,0.755,,58.77777777777777,4,33,1,0,0,Navigational,17.74660415144901,1,"marketing, email marketing, email"
ideas email promotion template,132.0,0.755,,100.0,4,30,1,0,0,Navigational,0.9868009266765152,1,"marketing, email marketing, email"
email promotion template strategy,2840.0,0.755,,8.777777777777779,4,33,1,0,0,Navigational,39.17392134698392,1,"marketing, email marketing, email"
email marketing template best,31.0,0.755,,35.55555555555556,4,29,1,0,0,Commercial,26.701239936111133,1,"marketing, email marketing, email"
email marketing template how to,257.0,0.755,,25.333333333333336,5,31,1,0,1,Informational,30.93185715812431,1,"marketing, email marketing, email"
free email marketing template,864.0,0.755,,33.88888888888889,4,29,1,0,0,Navigational,27.89029466247928,1,"marketing, email marketing, email"
for beginners email marketing template,24.0,0.755,,87.66666666666667,5,38,1,0,0,Navigational,5.852405676038947,1,"marketing, email marketing, email"
email marketing template tools,199.0,0.755,,29.666666666666664,4,30,1,0,0,Navigational,29.162151066732537,1,"marketing, email marketing, email"
email marketing template 2026,90.0,0.755,,19.666666666666664,4,29,1,1,0,Navigational,33.09379536624339,1,"marketing, email marketing, email"
email marketing template vs,412.0,0.755,,53.44444444444445,4,27,1,0,0,Commercial,19.78461577400848,0,"vs, sample, marketing sample"
guide email marketing template,462.0,0.755,,52.22222222222223,4,30,1,0,0,Informational,20.304860488809826,1,"marketing, email marketing, email"
tips email marketing template,777.0,0.755,,69.77777777777777,4,29,1,0,0,Informational,13.480179969836065,1,"marketing, email marketing, email"
near me email marketing template,2800.0,0.755,,12.666666666666664,5,32,1,0,0,Commercial,37.5932811306984,1,"marketing, email marketing, email"
price email marketing template,348.0,0.755,,62.88888888888889,4,30,1,0,0,Commercial,15.96670253906276,1,"marketing, email marketing, email"
software email marketing template,458.0,0.755,,3.6666666666666674,4,33,1,0,0,Navigational,39.72457424495905,7,"software, marketing software, strategy"
course email marketing template,961.0,0.755,,42.0,4,31,1,0,0,Navigational,24.706680520305007,2,"course, marketing course, email marketing"
email marketing template examples,58.0,0.755,,9.333333333333334,4,33,1,0,0,Informational,37.20706097099275,1,"marketing, email marketing, email"
app email marketing template,352.0,0.755,,97.22222222222221,4,28,1,0,0,Navigational,2.2358776718024296,1,"marketing, email marketing, email"
review email marketing template,49.0,0.755,,3.9999999999999996,4,31,1,0,0,Commercial,39.33475025566184,1,"marketing, email marketing, email"
checklist email marketing template,132.0,0.755,,94.8888888888889,4,34,1,0,0,Navigational,3.0312453711209555,1,"marketing, email marketing, email"
template email marketing template,1110.0,0.755,,32.44444444444445,4,33,1,0,0,Navigational,28.622343103746335,1,"marketing, email marketing, email"
ideas email marketing template,584.0,0.755,,99.55555555555556,4,30,1,0,0,Navigational,1.448035370702879,1,"marketing, email marketing, email"
email marketing template strategy,496.0,0.755,,28.777777777777775,4,33,1,0,0,Navigational,29.70396022820807,1,"marketing, email marketing, email"
marketing email template best,292.0,0.755,,3.2222222222222228,4,29,1,0,0,Commercial,39.79825068070748,1,"marketing, email marketing, email"
marketing email template how to,1039.0,0.755,,98.55555555555556,5,31,1,0,1,Informational,2.133373386506212,1,"marketing, email marketing, email"
marketing email template free,6831.0,0.755,,58.00000000000001,4,29,1,0,0,Navigational,21.987854482427114,1,"marketing, email marketing, email"
marketing email template for beginners,2116.0,0.755,,69.0,5,38,1,0,0,Navigational,14.631000098882696,1,"marketing, email marketing, email"
tools marketing email template,12285.0,0.755,,17.0,4,30,1,0,0,Navigational,41.808147972957606,1,"marketing, email marketing, email"
marketing email template 2026,2450.0,0.755,,6.666666666666667,4,29,1,1,0,Navigational,39.77379034931122,1,"marketing, email marketing, email"
vs marketing email template,130.0,0.755,,5.666666666666666,4,27,1,0,0,Commercial,38.71888002697335,0,"vs, sample, marketing sample"
guide marketing email template,6.0,0.755,,79.55555555555554,4,30,1,0,0,Informational,9.085562023154914,1,"marketing, email marketing, email"
marketing email template tips,411.0,0.755,,83.11111111111111,4,29,1,0,0,Informational,7.917321990823564,1,"marketing, email marketing, email"
marketing email template near me,3143.0,0.755,,68.55555555555556,5,32,1,0,0,Commercial,15.45282654090228,1,"marketing, email marketing, email"
marketing email template price,740.0,0.755,,46.22222222222223,4,30,1,0,0,Commercial,22.879198880883067,1,"marketing, email marketing, email"
marketing email template software,2231.0,0.755,,15.0,4,33,1,0,0,Navigational,36.30311849848134,1,"marketing, email marketing, email"
course marketing email template,3658.0,0.755,,84.77777777777777,4,31,1,0,0,Navigational,9.28690265891167,1,"marketing, email marketing, email"
marketing email template examples,596.0,0.755,,76.22222222222221,4,33,1,0,0,Informational,10.788894102255204,1,"marketing, email marketing, email"
app marketing email template,1410.0,0.755,,59.22222222222222,4,28,1,0,0,Navigational,18.099366948109953,1,"marketing, email marketing, email"
review marketing email template,18.0,0.755,,99.11111111111111,4,31,1,0,0,Commercial,1.2708651991516733,1,"marketing, email marketing, email"
marketing email template checklist,142.0,0.755,,59.66666666666667,4,34,1,0,0,Navigational,17.12640542519234,1,"marketing, email marketing, email"
template marketing email template,381.0,0.755,,24.77777777777778,4,33,1,0,0,Navigational,31.231841828609426,1,"marketing, email marketing, email"
ideas marketing email template,655.0,0.755,,68.22222222222223,4,30,1,0,0,Navigational,14.025893976831894,1,"marketing, email marketing, email"
strategy marketing email template,237.0,0.755,,10.777777777777777,4,33,1,0,0,Navigational,36.74153704998156,1,"marketing, email marketing, email"
email marketing templates best,225.0,0.755,,12.333333333333336,4,30,1,0,0,Commercial,36.111789429540345,6,"templates, email templates, advertising"
email marketing templates how to,339.0,0.755,,72.55555555555556,5,32,1,0,1,Informational,12.09439182373185,6,"templates, email templates, advertising"
email marketing templates free,141.0,0.755,,82.77777777777777,4,30,1,0,0,Navigational,7.881333864229649,6,"templates, email templates, advertising"
for beginners email marketing templates,40.0,0.755,,95.66666666666666,5,39,1,0,0,Navigational,2.6624395403309373,6,"templates, email templates, advertising"
tools email marketing templates,1099.0,0.755,,99.77777777777777,4,31,1,0,0,Navigational,1.6821114887122668,3,"tools, marketing tools, free"
email marketing templates 2026,33.0,0.755,,57.111111111111114,4,30,1,1,0,Navigational,18.080271946925414,6,"templates, email templates, advertising"
email marketing templates vs,306.0,0.755,,65.77777777777779,4,28,1,0,0,Commercial,14.78480808974074,0,"vs, sample, marketing sample"
guide email marketing templates,615.0,0.755,,53.77777777777778,4,31,1,0,0,Informational,19.77858709387971,6,"templates, email templates, advertising"
tips email marketing templates,34.0,0.755,,87.33333333333333,4,30,1,0,0,Informational,5.992010174554774,6,"templates, email templates, advertising"
near me email marketing templates,104.0,0.755,,73.44444444444443,5,33,1,0,0,Commercial,11.591463886387773,6,"templates, email templates, advertising"
price email marketing templates,3087.0,0.755,,44.66666666666667,4,31,1,0,0,Commercial,24.973263571435883,6,"templates, email templates, advertising"
software email marketing templates,24.0,0.755,,5.0,4,34,1,0,0,Navigational,38.91907234270561,7,"software, marketing software, strategy"
email marketing templates course,2209.0,0.755,,50.55555555555556,4,32,1,0,0,Navigational,22.067099712857637,6,"templates, email templates, advertising"
email marketing templates examples,41.0,0.755,,38.333333333333336,4,34,1,0,0,Informational,25.596399990182515,6,"templates, email templates, advertising"
app email marketing templates,95.0,0.755,,95.88888888888889,4,29,1,0,0,Navigational,2.6080420599457432,6,"templates, email templates, advertising"
email marketing templates review,1795.0,0.755,,52.22222222222223,4,32,1,0,0,Commercial,21.14080680763585,6,"templates, email templates, advertising"
checklist email marketing templates,1223.0,0.755,,3.3333333333333335,4,35,1,0,0,Navigational,40.33765171475293,6,"templates, email templates, advertising"
template email marketing templates,1278.0,0.755,,5.333333333333334,4,34,1,0,0,Navigational,39.57214312325663,6,"templates, email templates, advertising"
ideas email marketing templates,116.0,0.755,,46.22222222222223,4,31,1,0,0,Navigational,22.48787817349564,6,"templates, email templates, advertising"
email marketing templates strategy,25.0,0.755,,83.66666666666667,4,34,1,0,0,Navigational,7.453032792557197,6,"templates, email templates, advertising"
email campaign best,67.0,0.755,,16.333333333333332,3,19,0,0,0,Commercial,34.41270501965699,9,"campaign, email campaign, email"
how to email campaign,1088.0,0.755,,15.111111111111114,4,21,1,0,1,Informational,35.54187987367819,9,"campaign, email campaign, email"
free email campaign,968.0,0.755,,62.0,3,19,0,0,0,Navigational,16.71107033593275,9,"campaign, email campaign, email"
for beginners email campaign,1265.0,0.755,,58.55555555555556,4,28,1,0,0,Navigational,18.275101719630502,9,"campaign, email campaign, email"
tools email campaign,382.0,0.755,,50.66666666666667,3,20,0,0,0,Navigational,20.87691338957212,9,"campaign, email campaign, email"
email campaign 2026,3186.0,0.755,,37.55555555555555,3,19,0,1,0,Navigational,27.879792551186995,9,"campaign, email campaign, email"
vs email campaign,140.0,0.755,,54.333333333333336,3,17,0,0,0,Commercial,19.258484525489177,9,"campaign, email campaign, email"
email campaign guide,335.0,0.755,,69.22222222222221,3,20,0,0,0,Informational,13.425216690992192,9,"campaign, email campaign, email"
email campaign tips,586.0,0.755,,61.77777777777778,3,19,0,0,0,Informational,16.56040071485049,9,"campaign, email campaign, email"
near me email campaign,3954.0,0.755,,39.55555555555556,4,22,1,0,0,Commercial,27.561418037202284,9,"campaign, email campaign, email"
email campaign price,5219.0,0.755,,1.555555555555556,3,20,0,0,0,Commercial,43.55472043278737,9,"campaign, email campaign, email"
software email campaign,410.0,0.755,,62.0,3,23,0,0,0,Navigational,16.361139318749764,9,"campaign, email campaign, email"
course email campaign,5845.0,0.755,,2.5555555555555554,3,21,0,0,0,Navigational,43.5472953732113,9,"campaign, email campaign, email"
examples email campaign,6902.0,0.755,,44.55555555555556,3,23,0,0,0,Informational,27.41015753300057,9,"campaign, email campaign, email"
email campaign app,178.0,0.755,,76.77777777777777,3,18,0,0,0,Navigational,10.304537175404867,9,"campaign, email campaign, email"
review email campaign,310.0,0.755,,91.33333333333333,3,21,0,0,0,Commercial,4.565094333591518,9,"campaign, email campaign, email"
email campaign checklist,1014.0,0.755,,41.11111111111111,3,24,0,0,0,Navigational,25.09547325132776,9,"campaign, email campaign, email"
template email campaign,1314.0,0.755,,14.444444444444443,3,23,0,0,0,Navigational,35.95027487346915,9,"campaign, email campaign, email"
ideas email campaign,29.0,0.755,,88.66666666666666,3,20,0,0,0,Navigational,5.455541258630197,9,"campaign, email campaign, email"
strategy email campaign,17.0,0.755,,49.44444444444444,3,23,0,0,0,Navigational,21.136904749300093,9,"campaign, email campaign, email"
email campaigns best,3472.0,0.755,,87.77777777777777,3,20,0,0,0,Commercial,7.970258986517339,1,"marketing, email marketing, email"
how to email campaigns,5032.0,0.755,,42.22222222222222,4,22,1,0,1,Informational,27.170782977208123,1,"marketing, email marketing, email"
free email campaigns,26.0,0.755,,8.222222222222223,3,20,0,0,0,Navigational,37.631437686853225,1,"marketing, email marketing, email"
email campaigns for beginners,530.0,0.755,,42.88888888888889,4,29,1,0,0,Navigational,24.080837745384095,1,"marketing, email marketing, email"
email campaigns tools,2695.0,0.755,,71.66666666666667,3,21,0,0,0,Navigational,13.927433896282245,1,"marketing, email marketing, email"
2026 email campaigns,671.0,0.755,,88.1111111111111,3,20,0,1,0,Navigational,6.080372285568332,1,"marketing, email marketing, email"
vs email campaigns,641.0,0.755,,99.33333333333334,3,18,0,0,0,Commercial,1.5726699011319618,0,"vs, sample, marketing sample"
email campaigns guide,1175.0,0.755,,92.66666666666667,3,21,0,0,0,Informational,4.574216788543637,1,"marketing, email marketing, email"
email campaigns tips,22.0,0.755,,84.11111111111111,3,20,0,0,0,Informational,7.273373665224671,1,"marketing, email marketing, email"
email campaigns near me,548.0,0.755,,80.55555555555556,4,23,1,0,0,Commercial,9.025459176045912,1,"marketing, email marketing, email"
price email campaigns,1395.0,0.755,,61.44444444444444,3,21,0,0,0,Commercial,17.20107131144733,1,"marketing, email marketing, email"
email campaigns software,224.0,0.755,,50.111111111111114,3,24,0,0,0,Navigational,21.000051201910985,7,"software, marketing software, strategy"
email campaigns course,126.0,0.755,,80.1111111111111,3,22,0,0,0,Navigational,8.938593783122581,1,"marketing, email marketing, email"
examples email campaigns,554.0,0.755,,73.88888888888889,3,24,0,0,0,Informational,11.695888541822077,1,"marketing, email marketing, email"
email campaigns app,118.0,0.755,,94.8888888888889,3,19,0,0,0,Navigational,3.022465739865468,1,"marketing, email marketing, email"
email campaigns review,406.0,0.755,,16.555555555555554,3,22,0,0,0,Commercial,34.53640863045454,1,"marketing, email marketing, email"
checklist email campaigns,246.0,0.755,,68.88888888888889,3,25,0,0,0,Navigational,13.502736654201355,1,"marketing, email marketing, email"
template email campaigns,353.0,0.755,,46.88888888888889,3,24,0,0,0,Navigational,22.369838121654006,1,"marketing, email marketing, email"
ideas email campaigns,4724.0,0.755,,97.22222222222221,3,21,0,0,0,Navigational,4.977631089587415,1,"marketing, email marketing, email"
email campaigns strategy,23.0,0.755,,50.33333333333333,3,24,0,0,0,Navigational,20.785111892854033,1,"marketing, email marketing, email"
best jobs for email marketing,603.0,0.755,,80.77777777777779,5,29,1,0,0,Commercial,8.971061695660723,1,"marketing, email marketing, email"
jobs for email marketing how to,141.0,0.755,,78.44444444444444,6,31,1,0,1,Informational,9.614667197562984,1,"marketing, email marketing, email"
jobs for email marketing free,221.0,0.755,,29.888888888888886,5,29,1,0,0,Navigational,29.087058741245126,1,"marketing, email marketing, email"
for beginners jobs for email marketing,3477.0,0.755,,18.11111111111111,6,38,1,0,0,Navigational,35.84006123577525,1,"marketing, email marketing, email"
tools jobs for email marketing,4224.0,0.755,,84.44444444444444,5,30,1,0,0,Navigational,9.775183941573982,1,"marketing, email marketing, email"
jobs for email marketing 2026,289.0,0.755,,20.666666666666668,5,29,1,1,0,Navigational,32.81859155337495,1,"marketing, email marketing, email"
jobs for email marketing vs,28.0,0.755,,72.44444444444444,5,27,1,0,0,Commercial,11.943803031000835,0,"vs, sample, marketing sample"
guide jobs for email marketing,85.0,0.755,,87.0,5,30,1,0,0,Informational,6.157326450318809,1,"marketing, email marketing, email"
tips jobs for email marketing,848.0,0.755,,91.88888888888889,5,29,1,0,0,Informational,4.6802607981873035,1,"marketing, email marketing, email"
jobs for email marketing near me,76.0,0.755,,44.55555555555556,6,32,1,0,0,Commercial,23.129460179432343,1,"marketing, email marketing, email"
price jobs for email marketing,735.0,0.755,,80.0,5,30,1,0,0,Commercial,9.36495218718071,1,"marketing, email marketing, email"
software jobs for email marketing,1164.0,0.755,,64.88888888888889,5,33,1,0,0,Navigational,15.678429617954013,1,"marketing, email marketing, email"
course jobs for email marketing,479.0,0.755,,10.333333333333334,5,31,1,0,0,Navigational,37.07107702517561,1,"marketing, email marketing, email"
examples jobs for email marketing,2793.0,0.755,,68.66666666666667,5,33,1,0,0,Informational,15.188891315070652,1,"marketing, email marketing, email"
app jobs for email marketing,103.0,0.755,,7.555555555555557,5,28,1,0,0,Navigational,37.946392325425066,1,"marketing, email marketing, email"
review jobs for email marketing,57.0,0.755,,62.66666666666667,5,31,1,0,0,Commercial,15.873100521141167,1,"marketing, email marketing, email"
jobs for email marketing checklist,97.0,0.755,,49.222222222222214,5,34,1,0,0,Navigational,21.275962959648915,1,"marketing, email marketing, email"
jobs for email marketing template,1065.0,0.755,,32.88888888888889,5,33,1,0,0,Navigational,28.41634508264735,1,"marketing, email marketing, email"
ideas jobs for email marketing,1937.0,0.755,,87.33333333333333,5,30,1,0,0,Navigational,7.185412908782777,1,"marketing, email marketing, email"
strategy jobs for email marketing,725.0,0.755,,28.22222222222222,5,33,1,0,0,Navigational,30.069792133109335,1,"marketing, email marketing, email"
best marketing email jobs,66.0,0.755,,67.88888888888889,4,25,1,0,0,Commercial,13.78985568091652,1,"marketing, email marketing, email"
marketing email jobs how to,142.0,0.755,,46.55555555555556,5,27,1,0,1,Informational,22.37084986963679,1,"marketing, email marketing, email"
marketing email jobs free,142.0,0.755,,45.111111111111114,4,25,1,0,0,Navigational,22.94862764741456,1,"marketing, email marketing, email"
marketing email jobs for beginners,1722.0,0.755,,65.0,5,34,1,0,0,Navigational,15.983916190692554,1,"marketing, email marketing, email"
marketing email jobs tools,20996.0,0.755,,43.333333333333336,4,26,1,0,0,Navigational,36.73762663009203,1,"marketing, email marketing, email"
marketing email jobs 2026,3853.0,0.755,,23.22222222222222,4,25,1,1,0,Navigational,34.031412602192454,1,"marketing, email marketing, email"
marketing email jobs vs,464.0,0.755,,43.11111111111111,4,23,1,0,0,Commercial,23.950559166290773,0,"vs, sample, marketing sample"
guide marketing email jobs,3712.0,0.755,,66.11111111111111,4,26,1,0,0,Informational,16.787433617563785,1,"marketing, email marketing, email"
marketing email jobs tips,1111.0,0.755,,31.77777777777778,4,25,1,0,0,Informational,28.889636886931253,1,"marketing, email marketing, email"
marketing email jobs near me,273.0,0.755,,55.666666666666664,5,28,1,0,0,Commercial,18.80855768908297,1,"marketing, email marketing, email"
price marketing email jobs,474.0,0.755,,1.9999999999999998,4,26,1,0,0,Commercial,40.4012747759177,1,"marketing, email marketing, email"
marketing email jobs software,171.0,0.755,,40.111111111111114,4,29,1,0,0,Navigational,24.96681402644378,1,"marketing, email marketing, email"
course marketing email jobs,407.0,0.755,,55.00000000000001,4,27,1,0,0,Navigational,19.15925796919501,1,"marketing, email marketing, email"
marketing email jobs examples,1429.0,0.755,,94.11111111111111,4,29,1,0,0,Informational,4.155726606401129,1,"marketing, email marketing, email"
marketing email jobs app,409.0,0.755,,61.77777777777778,4,24,1,0,0,Navigational,16.449401091120404,1,"marketing, email marketing, email"
review marketing email jobs,16998.0,0.755,,20.444444444444443,4,27,1,0,0,Commercial,43.38597034568775,1,"marketing, email marketing, email"
checklist marketing email jobs,845.0,0.755,,14.888888888888888,4,30,1,0,0,Navigational,35.47837944863256,1,"marketing, email marketing, email"
template marketing email jobs,451.0,0.755,,5.777777777777777,4,29,1,0,0,Navigational,38.875739984886856,1,"marketing, email marketing, email"
ideas marketing email jobs,148.0,0.755,,53.333333333333336,4,26,1,0,0,Navigational,19.663501457635167,1,"marketing, email marketing, email"
strategy marketing email jobs,1744.0,0.755,,85.44444444444446,4,29,1,0,0,Navigational,7.819934976316254,1,"marketing, email marketing, email"
email advertising jobs best,117.0,0.755,,16.11111111111111,4,27,1,0,0,Commercial,34.532949734458334,6,"templates, email templates, advertising"
how to email advertising jobs,106.0,0.755,,58.77777777777777,5,29,1,0,1,Informational,17.459384786090933,6,"templates, email templates, advertising"
email advertising jobs free,79.0,0.755,,56.333333333333336,4,27,1,0,0,Navigational,18.42023041787598,6,"templates, email templates, advertising"
for beginners email advertising jobs,951.0,0.755,,8.555555555555555,5,36,1,0,0,Navigational,38.07818713290029,6,"templates, email templates, advertising"
email advertising jobs tools,480.0,0.755,,81.44444444444444,4,28,1,0,0,Navigational,8.62725969724942,6,"templates, email templates, advertising"
email advertising jobs 2026,731.0,0.755,,79.8888888888889,4,27,1,1,0,Navigational,9.406888165552157,6,"templates, email templates, advertising"
vs email advertising jobs,402.0,0.755,,14.777777777777779,4,25,1,0,0,Commercial,35.24501127549266,6,"templates, email templates, advertising"
guide email advertising jobs,245.0,0.755,,1.2222222222222219,4,28,1,0,0,Informational,40.568776204349774,6,"templates, email templates, advertising"
email advertising jobs tips,154.0,0.755,,10.11111111111111,4,27,1,0,0,Informational,36.95615304563355,6,"templates, email templates, advertising"
near me email advertising jobs,453.0,0.755,,28.333333333333332,5,30,1,0,0,Commercial,29.854771995701135,6,"templates, email templates, advertising"
price email advertising jobs,1866.0,0.755,,12.777777777777777,4,28,1,0,0,Commercial,36.963109858209314,6,"templates, email templates, advertising"
software email advertising jobs,415.0,0.755,,71.00000000000001,4,31,1,0,0,Navigational,12.764274901341,6,"templates, email templates, advertising"
course email advertising jobs,402.0,0.755,,10.0,4,29,1,0,0,Navigational,37.15612238660377,6,"templates, email templates, advertising"
examples email advertising jobs,6288.0,0.755,,54.888888888888886,4,31,1,0,0,Informational,22.89177465746231,6,"templates, email templates, advertising"
email advertising jobs app,59.0,0.755,,31.0,4,26,1,0,0,Navigational,28.541021420844327,6,"templates, email templates, advertising"
review email advertising jobs,611.0,0.755,,21.0,4,29,1,0,0,Commercial,32.887189738917826,6,"templates, email templates, advertising"
checklist email advertising jobs,2362.0,0.755,,24.444444444444443,4,32,1,0,0,Navigational,32.60749298459419,6,"templates, email templates, advertising"
template email advertising jobs,3403.0,0.755,,11.11111111111111,4,31,1,0,0,Navigational,38.59365461342482,6,"templates, email templates, advertising"
email advertising jobs ideas,418.0,0.755,,76.22222222222221,4,28,1,0,0,Navigational,10.677267362006868,6,"templates, email templates, advertising"
strategy email advertising jobs,760.0,0.755,,9.11111111111111,4,31,1,0,0,Navigational,37.736185655692495,6,"templates, email templates, advertising"
email marketing careers best,259.0,0.755,,57.111111111111114,4,28,1,0,0,Commercial,18.222000280049706,1,"marketing, email marketing, email"
email marketing careers how to,478.0,0.755,,60.22222222222222,5,30,1,0,1,Informational,17.11489435310181,1,"marketing, email marketing, email"
email marketing careers free,636.0,0.755,,23.0,4,28,1,0,0,Navigational,32.10286765187406,1,"marketing, email marketing, email"
for beginners email marketing careers,145.0,0.755,,18.444444444444446,5,37,1,0,0,Navigational,33.617175663635976,1,"marketing, email marketing, email"
tools email marketing careers,385.0,0.755,,44.77777777777777,4,29,1,0,0,Navigational,23.234350294682425,3,"tools, marketing tools, free"
2026 email marketing careers,53.0,0.755,,91.88888888888889,4,28,1,1,0,Navigational,4.181703166179283,1,"marketing, email marketing, email"
email marketing careers vs,352.0,0.755,,78.33333333333333,4,26,1,0,0,Commercial,9.791433227357981,0,"vs, sample, marketing sample"
guide email marketing careers,206.0,0.755,,27.0,4,29,1,0,0,Informational,30.233207549026943,1,"marketing, email marketing, email"
tips email marketing careers,1054.0,0.755,,37.44444444444445,4,28,1,0,0,Informational,26.587224578724385,1,"marketing, email marketing, email"
email marketing careers near me,127.0,0.755,,44.888888888888886,5,31,1,0,0,Commercial,23.02810978852971,1,"marketing, email marketing, email"
email marketing careers price,2626.0,0.755,,86.8888888888889,4,29,1,0,0,Commercial,7.795273967634165,1,"marketing, email marketing, email"
software email marketing careers,201.0,0.755,,26.77777777777778,4,32,1,0,0,Navigational,30.31896085532459,7,"software, marketing software, strategy"
email marketing careers course,13900.0,0.755,,76.11111111111111,4,30,1,0,0,Navigational,19.17649670548543,1,"marketing, email marketing, email"
email marketing careers examples,172.0,0.755,,91.88888888888889,4,32,1,0,0,Informational,4.256330031850925,1,"marketing, email marketing, email"
app email marketing careers,181.0,0.755,,46.55555555555556,4,27,1,0,0,Navigational,22.395307413848503,1,"marketing, email marketing, email"
email marketing careers review,128.0,0.755,,17.0,4,30,1,0,0,Commercial,34.184292460603515,1,"marketing, email marketing, email"
checklist email marketing careers,52.0,0.755,,64.11111111111111,4,33,1,0,0,Navigational,15.29218716077214,1,"marketing, email marketing, email"
template email marketing careers,63.0,0.755,,93.77777777777779,4,32,1,0,0,Navigational,3.432418775806216,1,"marketing, email marketing, email"
email marketing careers ideas,349.0,0.755,,45.111111111111114,4,29,1,0,0,Navigational,23.078440766692122,1,"marketing, email marketing, email"
strategy email marketing careers,106.0,0.755,,27.333333333333336,4,32,1,0,0,Navigational,30.0371625638687,7,"software, marketing software, strategy"
careers in email marketing best,883.0,0.755,,19.0,5,31,1,0,0,Commercial,33.85776543188158,1,"marketing, email marketing, email"
careers in email marketing how to,104.0,0.755,,94.44444444444444,6,33,1,0,1,Informational,3.1914638863877647,1,"marketing, email marketing, email"
careers in email marketing free,197.0,0.755,,72.11111111111111,5,31,1,0,0,Navigational,12.183119055918262,1,"marketing, email marketing, email"
for beginners careers in email marketing,16443.0,0.755,,37.666666666666664,6,40,1,0,0,Navigational,36.14903178917062,1,"marketing, email marketing, email"
careers in email marketing tools,775.0,0.755,,82.66666666666667,5,32,1,0,0,Navigational,8.323370181244009,3,"tools, marketing tools, free"
2026 careers in email marketing,38.0,0.755,,18.333333333333332,5,31,1,1,0,Navigational,33.59451864062776,1,"marketing, email marketing, email"
careers in email marketing vs,30.0,0.755,,18.666666666666668,5,29,1,0,0,Commercial,33.456168375148444,0,"vs, sample, marketing sample"
careers in email marketing guide,569.0,0.755,,31.222222222222225,5,32,1,0,0,Informational,28.771961956262476,1,"marketing, email marketing, email"
